student_id,attendance_percentage,assessment_score,assignment_completion_rate,login_frequency,study_hours,activity_count,communication_score,course_progress_percentage,forum_participation,video_completion_rate,peer_interaction_score,risk_category
STU0544,97.95,59.45,58.05,12.58,7.96,1,49.14,69.65,1,35.44,63.58,High Risk
STU0545,27.51,100.0,77.4,14.66,8.24,17,40.68,91.02,2,74.13,72.63,Medium Risk
STU0546,57.66,72.79,81.69,11.05,15.71,24,38.32,31.02,25,100.0,60.33,Low Risk
STU0547,82.39,40.2,67.99,1.36,8.33,23,49.97,76.44,7,59.49,59.5,High Risk
STU0548,68.35,54.83,68.85,7.46,12.72,29,58.69,64.75,4,100.0,56.17,Medium Risk
STU0549,78.68,83.38,78.21,17.13,6.26,16,48.04,77.45,23,51.45,52.23,Low Risk
STU0550,61.13,100.0,65.38,18.65,6.75,27,80.49,54.36,20,72.74,36.76,Low Risk
STU0551,73.56,36.45,97.86,13.87,2.68,13,66.18,47.01,22,84.97,53.78,Medium Risk
STU0552,69.2,31.16,86.79,23.25,5.03,5,20.0,68.09,4,67.81,59.83,High Risk
STU0553,93.02,98.68,87.46,17.18,10.11,7,66.52,100.0,0,61.45,63.04,Low Risk
STU0554,76.58,72.01,50.68,8.02,8.03,5,68.32,83.94,13,83.97,58.61,Medium Risk
STU0555,78.08,49.37,68.41,11.76,11.77,30,45.44,53.83,14,100.0,50.34,Medium Risk
STU0556,64.59,74.62,63.99,2.78,8.73,4,22.11,35.5,14,74.61,53.86,High Risk
STU0557,63.22,17.56,49.89,13.13,6.59,22,55.18,27.99,23,56.65,43.93,High Risk
STU0558,64.21,65.06,77.2,22.9,16.59,17,54.83,93.95,0,63.83,61.26,Medium Risk
STU0559,79.1,70.9,59.25,19.48,7.62,18,30.32,43.99,18,100.0,50.58,Medium Risk
STU0560,64.42,81.64,83.11,25.22,12.65,33,23.07,57.84,3,70.97,58.61,Low Risk
STU0561,77.22,46.75,48.6,11.58,6.4,15,53.07,94.07,18,54.92,75.02,High Risk
STU0562,100.0,66.54,100.0,24.77,10.84,26,49.87,29.49,8,42.81,40.81,Low Risk
STU0563,87.68,48.34,52.07,12.45,11.71,20,45.82,97.83,5,27.83,66.93,High Risk
STU0564,66.13,69.6,74.39,25.77,8.83,18,53.16,59.42,7,76.0,55.66,Medium Risk
STU0565,93.62,48.88,85.84,13.83,0.5,42,30.74,39.73,0,82.4,95.42,Medium Risk
STU0566,64.65,57.65,58.59,19.66,8.07,5,45.43,59.56,12,59.27,50.67,High Risk
STU0567,35.31,47.08,87.05,25.8,12.92,32,66.73,49.1,5,67.67,68.9,High Risk
STU0568,53.85,76.72,45.42,12.45,10.11,26,47.3,74.7,18,42.25,55.31,High Risk
STU0569,38.33,80.45,99.04,15.75,9.78,15,18.22,50.74,17,70.92,27.23,Medium Risk
STU0570,65.67,60.78,70.28,24.31,1.11,36,44.6,22.94,25,78.59,44.59,Medium Risk
STU0571,72.33,65.69,58.07,12.94,5.12,1,31.46,60.15,14,56.23,72.61,High Risk
STU0572,100.0,38.93,64.02,3.43,9.65,14,60.88,35.16,16,100.0,46.35,Medium Risk
STU0573,77.88,59.61,86.18,31.14,9.64,7,62.01,69.5,23,49.58,10.59,Low Risk
STU0574,68.06,64.1,58.31,10.24,12.86,24,18.51,38.88,6,74.24,54.37,High Risk
STU0575,86.93,100.0,55.01,15.27,7.42,8,71.7,54.26,0,86.66,33.15,Low Risk
STU0576,32.2,44.98,65.57,23.25,9.62,24,30.53,69.02,13,66.3,57.64,High Risk
STU0577,76.24,91.36,46.46,9.13,8.07,18,89.3,60.33,0,63.85,86.02,Medium Risk
STU0578,85.88,82.94,100.0,5.94,4.05,15,53.93,70.51,31,36.56,70.39,Low Risk
STU0579,45.39,70.05,58.67,16.03,0.5,23,27.58,79.97,23,97.86,85.73,High Risk
STU0580,92.59,96.66,86.63,1.0,9.72,17,29.88,39.53,29,64.26,43.77,Low Risk
STU0581,78.09,71.7,74.19,11.7,8.7,9,62.66,63.58,12,79.82,52.14,Low Risk
STU0582,64.52,72.0,50.31,15.96,5.53,48,46.39,0.0,16,82.8,34.11,High Risk
STU0583,83.39,64.04,69.88,11.84,1.52,15,52.87,70.44,8,54.18,41.32,Medium Risk
STU0584,100.0,87.02,85.68,1.65,10.52,1,90.48,58.38,19,63.65,36.46,Low Risk
STU0585,75.27,84.74,66.23,26.75,6.94,11,39.62,43.36,2,97.36,28.87,Medium Risk
STU0586,76.47,53.74,93.86,14.83,10.23,7,56.32,71.95,0,43.42,82.32,Medium Risk
STU0587,63.73,41.25,90.43,25.45,15.46,28,86.24,90.8,5,100.0,13.16,Low Risk
STU0588,56.7,61.35,88.38,11.92,0.5,23,60.95,54.53,0,51.61,82.4,High Risk
STU0589,86.95,50.6,60.81,6.96,5.2,23,19.65,44.21,23,42.05,79.92,High Risk
STU0590,56.59,63.86,48.4,16.15,7.16,16,66.12,68.63,26,70.91,65.0,High Risk
STU0591,73.29,87.27,57.73,12.27,13.82,17,29.41,35.62,0,100.0,32.71,Medium Risk
STU0592,63.4,56.77,73.92,4.58,1.45,16,85.95,50.47,22,25.96,23.36,High Risk
STU0593,80.62,64.23,80.92,25.76,15.74,19,36.9,91.89,19,64.9,44.03,Low Risk
STU0594,78.01,66.04,26.57,9.02,8.54,28,100.0,66.37,0,78.48,67.5,High Risk
STU0595,90.68,80.27,69.84,1.0,7.62,23,87.28,23.65,8,68.74,55.06,Low Risk
STU0596,62.82,24.56,73.16,24.63,7.21,25,37.47,25.47,7,76.4,34.13,High Risk
STU0597,67.14,54.08,64.45,9.97,6.25,24,55.44,68.57,17,52.2,77.96,High Risk
STU0598,54.38,68.8,95.83,9.14,12.19,28,71.58,83.97,2,54.81,88.69,Medium Risk
STU0599,64.0,86.6,78.44,1.0,3.73,22,72.24,29.41,11,64.73,50.47,Medium Risk
STU0600,78.79,56.15,96.2,27.93,9.38,23,64.73,74.89,6,43.14,57.19,Low Risk
STU0601,85.63,31.22,65.68,3.68,6.46,31,82.55,94.27,15,67.02,24.82,Medium Risk
STU0602,55.4,76.15,88.75,14.47,4.95,13,52.29,100.0,10,59.45,46.71,Medium Risk
STU0603,87.65,53.56,100.0,21.3,18.34,11,46.93,72.29,7,57.66,65.21,Low Risk
STU0604,96.4,43.59,96.23,17.37,9.68,8,47.37,76.15,10,75.05,62.1,Low Risk
STU0605,79.44,53.76,48.16,13.52,10.45,21,73.88,18.07,28,27.95,44.85,High Risk
STU0606,100.0,61.68,64.93,1.0,12.55,1,63.03,100.0,8,62.96,49.52,Low Risk
STU0607,58.07,54.11,63.1,7.52,2.31,24,61.41,52.34,3,100.0,46.06,High Risk
STU0608,49.6,25.3,79.79,15.5,15.01,18,72.5,44.46,16,44.11,49.43,High Risk
STU0609,39.98,81.15,83.73,7.7,0.5,31,9.88,59.39,10,96.28,63.46,High Risk
STU0610,98.93,87.95,53.22,15.63,4.92,13,61.82,98.26,0,69.2,15.65,Low Risk
STU0611,83.78,76.73,71.36,19.45,6.16,17,59.81,100.0,29,54.73,53.51,Low Risk
STU0612,71.0,44.52,29.6,21.7,10.33,31,91.71,67.76,9,38.95,62.0,High Risk
STU0613,77.04,61.37,98.84,4.19,8.87,33,21.37,86.96,8,71.07,43.59,Low Risk
STU0614,51.74,64.88,59.75,31.57,7.33,13,89.26,65.95,13,99.97,45.41,Medium Risk
STU0615,100.0,75.78,71.12,20.14,7.95,21,56.66,42.17,25,59.44,45.99,Low Risk
STU0616,74.33,77.03,63.81,13.99,4.09,22,65.76,97.49,0,66.22,45.42,Medium Risk
STU0617,73.97,51.78,92.92,22.72,2.01,23,91.87,51.31,14,90.23,55.12,Low Risk
STU0618,85.06,66.48,13.25,32.92,10.91,17,67.34,98.78,28,75.5,57.58,Medium Risk
STU0619,80.66,73.23,69.67,2.49,10.77,32,63.81,93.57,13,33.41,12.99,Low Risk
STU0620,76.03,91.2,67.88,12.2,14.34,1,60.33,78.51,2,70.18,68.06,Low Risk
STU0621,57.77,77.68,60.93,1.0,4.84,15,44.36,100.0,7,100.0,49.2,Medium Risk
STU0622,80.49,79.2,100.0,15.54,10.77,24,54.37,100.0,13,67.19,93.66,Low Risk
STU0623,100.0,66.51,52.25,16.92,6.87,24,39.26,61.14,22,7.69,31.17,Medium Risk
STU0624,96.22,90.39,85.44,13.69,12.76,33,54.02,47.21,9,76.54,37.65,Low Risk
STU0625,100.0,72.38,77.13,8.76,12.09,31,3.61,23.99,18,63.63,50.94,Low Risk
STU0626,62.8,49.5,95.23,1.0,8.84,17,64.44,100.0,0,27.76,63.26,High Risk
STU0627,54.19,90.26,56.66,16.99,6.64,32,52.32,55.33,0,31.06,15.98,High Risk
STU0628,69.74,77.56,55.34,25.64,11.84,12,47.6,89.97,8,89.45,38.42,Low Risk
STU0629,73.0,57.03,91.92,9.27,10.59,29,59.83,48.69,23,51.89,66.83,Low Risk
STU0630,91.7,56.37,78.51,17.52,5.26,38,23.46,98.84,12,48.04,36.04,Low Risk
STU0631,41.54,70.34,39.1,1.45,2.69,32,97.44,49.6,14,67.22,82.4,High Risk
STU0632,99.53,73.34,59.21,17.66,6.85,21,52.74,38.78,14,53.83,45.92,Low Risk
STU0633,69.16,68.55,77.73,10.85,14.06,16,51.79,60.41,20,70.2,37.01,Medium Risk
STU0634,64.32,70.6,86.76,7.9,12.59,4,33.76,53.3,7,63.54,67.2,Medium Risk
STU0635,53.78,95.6,56.42,7.92,3.55,23,55.53,78.12,17,41.6,87.15,Medium Risk
STU0636,42.21,84.29,11.71,10.85,3.33,8,85.51,63.87,5,56.75,63.33,High Risk
STU0637,86.82,68.43,80.46,17.06,13.1,12,77.79,78.81,27,77.74,80.21,Low Risk
STU0638,73.32,81.94,45.59,3.5,3.46,8,73.8,58.6,5,68.92,88.53,High Risk
STU0639,48.78,46.41,29.65,10.82,10.04,15,67.02,50.37,4,66.2,36.56,High Risk
STU0640,48.69,72.16,13.35,13.67,5.54,19,47.11,52.16,16,100.0,73.77,High Risk
STU0641,65.96,97.57,86.28,5.21,14.47,22,23.1,100.0,12,84.08,24.53,Low Risk
STU0642,100.0,61.08,72.57,28.37,4.92,13,50.58,69.95,14,86.75,63.5,Low Risk
STU0643,67.33,49.74,65.49,7.17,12.57,30,49.81,21.36,13,64.35,53.57,High Risk
STU0644,44.94,53.26,97.78,8.64,8.74,17,78.07,53.56,3,72.84,79.86,High Risk
STU0645,67.58,45.39,82.75,6.17,9.01,12,61.81,67.13,24,58.52,78.45,Medium Risk
STU0646,67.09,50.87,100.0,28.39,0.5,22,90.47,100.0,19,85.11,66.4,Low Risk
STU0647,23.46,58.33,42.15,18.42,0.5,39,81.34,87.63,22,65.57,60.97,High Risk
STU0648,71.02,39.7,69.31,6.51,7.12,23,44.96,44.72,7,72.89,65.17,High Risk
STU0649,67.84,65.28,37.67,22.85,8.99,16,15.51,100.0,15,71.53,56.24,High Risk
STU0650,84.53,81.24,65.41,15.61,3.5,4,85.48,64.31,13,67.6,53.78,Low Risk
STU0651,100.0,48.66,65.03,16.06,3.65,17,84.91,92.42,21,100.0,83.85,Low Risk
STU0652,92.28,92.35,82.53,11.24,10.25,22,24.94,39.59,21,53.33,86.26,Low Risk
STU0653,67.16,74.19,70.91,8.0,10.25,16,88.2,12.24,13,53.13,52.17,Medium Risk
STU0654,52.08,83.55,82.47,16.7,7.45,3,63.41,34.01,0,83.27,59.75,Medium Risk
STU0655,100.0,53.16,84.07,9.64,11.12,11,58.54,0.0,26,54.91,56.63,Medium Risk
STU0656,73.07,80.38,100.0,28.53,3.3,34,90.53,100.0,16,61.59,22.77,Low Risk
STU0657,72.25,45.35,63.69,3.85,6.58,34,84.58,69.72,7,44.1,48.27,High Risk
STU0658,71.57,81.02,51.18,26.29,14.59,11,69.33,44.66,15,78.81,86.99,Medium Risk
STU0659,75.57,68.09,74.92,13.11,8.27,26,65.41,74.96,0,79.09,40.0,Low Risk
STU0660,69.4,74.96,53.95,16.39,8.51,8,68.56,69.17,20,61.07,97.29,Medium Risk
STU0661,61.67,43.84,99.64,20.67,17.22,34,46.2,78.66,0,83.73,78.44,Low Risk
STU0662,62.16,48.89,64.34,8.96,2.4,22,53.79,91.61,10,27.12,63.03,High Risk
STU0663,71.41,75.75,58.69,20.91,11.19,29,35.15,58.62,13,52.45,66.22,Medium Risk
STU0664,62.22,47.93,60.57,1.0,14.66,2,47.67,45.64,20,64.26,36.66,High Risk
STU0665,59.17,73.34,84.37,8.24,6.7,26,46.93,83.21,12,42.21,49.7,Medium Risk
STU0666,73.92,40.39,66.85,6.61,11.44,19,41.02,82.65,17,29.53,83.83,High Risk
STU0667,67.41,80.27,57.17,3.97,4.07,28,58.01,67.22,11,61.23,42.71,Medium Risk
STU0668,99.07,42.81,100.0,12.28,5.25,29,47.87,100.0,11,83.27,76.22,Low Risk
STU0669,24.28,74.94,52.88,17.09,9.54,20,66.05,55.37,12,96.21,27.46,High Risk
STU0670,91.65,76.26,70.71,19.62,11.19,13,19.31,45.2,10,55.96,31.04,Medium Risk
STU0671,94.43,52.46,83.05,15.93,12.48,27,52.51,74.2,0,84.13,93.03,Low Risk
STU0672,34.68,75.48,37.37,8.67,14.28,19,57.89,50.15,5,82.0,54.76,High Risk
STU0673,65.83,69.69,79.61,16.95,7.73,11,48.17,75.9,13,94.81,44.23,Low Risk
STU0674,65.31,55.3,48.9,14.99,12.77,10,51.21,46.67,10,60.3,82.25,High Risk
STU0675,46.66,46.85,86.46,21.49,6.63,5,20.12,56.19,10,28.43,79.92,High Risk
STU0676,58.0,29.67,50.75,20.22,11.61,14,62.84,100.0,9,69.54,73.42,High Risk
STU0677,52.01,71.29,83.86,14.24,8.83,31,69.25,56.08,5,45.7,43.6,Medium Risk
STU0678,100.0,36.83,92.12,6.82,9.78,21,65.86,47.43,8,52.08,49.26,Medium Risk
STU0679,88.84,66.72,87.23,8.78,9.69,14,77.85,90.75,9,61.37,61.23,Low Risk
STU0680,94.89,60.26,75.03,9.6,1.58,28,59.43,41.88,12,60.54,68.89,Medium Risk
STU0681,84.99,77.22,65.37,11.48,3.5,11,65.53,49.76,15,71.11,44.83,Medium Risk
STU0682,51.68,59.56,58.47,16.14,8.41,20,58.43,77.68,10,83.47,58.41,High Risk
STU0683,62.56,59.07,99.42,19.72,1.25,18,70.13,85.65,3,59.91,60.35,Medium Risk
STU0684,80.81,78.17,56.01,13.59,11.32,27,20.3,91.85,0,76.71,80.74,Medium Risk
STU0685,50.0,71.03,49.26,14.13,11.49,4,35.34,48.56,32,68.33,70.09,High Risk
STU0686,84.83,70.69,83.31,15.15,9.31,11,89.91,78.11,2,88.58,24.86,Low Risk
STU0687,67.67,73.45,54.08,9.87,3.52,3,0.87,54.75,7,63.85,50.73,High Risk
STU0688,65.25,37.36,51.0,6.6,13.52,17,51.92,51.68,16,66.26,36.42,High Risk
STU0689,84.8,78.62,41.13,1.0,16.15,32,80.79,91.47,14,59.76,66.36,Low Risk
STU0690,80.0,76.02,60.34,8.44,8.59,14,52.95,52.91,16,64.43,73.46,Medium Risk
STU0691,65.5,46.7,68.35,17.79,10.04,14,46.09,71.12,8,50.76,57.03,High Risk
STU0692,92.87,60.61,74.86,8.38,8.81,28,57.85,68.42,13,48.58,49.64,Low Risk
STU0693,52.54,64.29,89.03,12.1,10.12,30,47.23,41.44,12,85.07,56.38,Medium Risk
STU0694,83.09,62.58,80.54,17.73,7.52,19,55.68,86.25,9,44.17,59.18,Low Risk
STU0695,82.68,71.01,66.18,18.17,7.86,26,39.97,77.33,13,60.98,42.2,Low Risk
STU0696,66.43,90.76,66.04,5.36,11.62,9,79.39,21.3,20,90.34,30.63,Medium Risk
STU0697,77.87,84.47,80.2,21.98,17.38,33,86.31,71.1,11,60.24,14.0,Low Risk
STU0698,49.48,41.38,95.45,23.02,2.4,41,52.07,47.99,11,86.23,80.34,Medium Risk
STU0699,88.63,76.2,72.53,4.96,7.58,25,24.5,89.14,20,55.0,64.93,Low Risk
STU0700,68.67,88.92,60.62,7.41,3.28,1,43.48,33.2,19,44.87,62.25,High Risk
STU0701,62.59,71.96,50.14,23.53,14.37,14,50.95,57.16,24,32.91,80.3,High Risk
STU0702,90.88,84.64,41.1,12.83,5.65,26,66.12,72.96,0,96.88,29.89,Low Risk
STU0703,59.32,100.0,83.33,1.0,2.23,15,32.82,66.2,19,42.99,20.29,Medium Risk
STU0704,46.65,83.43,81.56,2.8,10.55,32,38.08,81.79,16,84.44,62.68,Medium Risk
STU0705,43.98,69.49,81.55,12.01,14.98,25,66.23,31.59,4,46.0,60.87,High Risk
STU0706,82.91,83.81,67.43,4.7,10.65,12,75.66,100.0,14,96.98,20.37,Low Risk
STU0707,48.95,67.61,98.14,10.69,8.82,20,41.32,76.55,20,100.0,62.19,Low Risk
STU0708,100.0,65.43,60.32,14.26,9.64,11,25.67,94.91,5,30.9,47.0,Medium Risk
STU0709,34.53,58.67,89.11,25.7,13.66,18,100.0,84.23,15,44.14,38.86,Medium Risk
STU0710,100.0,93.14,69.23,11.68,4.5,14,72.23,64.74,18,85.01,48.33,Low Risk
STU0711,75.8,50.27,57.83,22.58,7.55,31,49.13,36.75,3,79.29,6.17,High Risk
STU0712,70.26,92.58,81.85,25.43,6.19,41,74.12,52.6,10,85.09,43.17,Low Risk
STU0713,62.19,74.0,78.19,25.47,3.33,5,52.26,99.97,14,55.38,40.91,Medium Risk
STU0714,79.18,39.81,77.14,16.28,6.69,1,74.08,95.48,5,100.0,66.14,Medium Risk
STU0715,71.32,71.62,71.63,1.0,12.43,17,58.51,51.37,4,70.6,51.84,Medium Risk
STU0716,91.86,27.2,69.24,17.69,10.27,4,57.01,3.0,10,41.23,67.78,High Risk
STU0717,74.06,76.26,100.0,22.39,10.58,20,52.5,60.32,18,62.43,4.01,Low Risk
STU0718,74.71,80.93,93.69,13.35,8.59,27,23.16,58.67,17,41.52,38.22,Low Risk
STU0719,65.45,54.34,84.46,27.96,10.09,34,97.64,59.51,5,100.0,66.12,Low Risk
STU0720,70.97,67.22,72.24,20.88,4.8,22,34.29,76.63,17,53.47,48.82,Medium Risk
STU0721,77.54,100.0,90.14,18.55,6.76,18,25.08,84.28,5,78.83,71.91,Low Risk
STU0722,41.22,55.9,80.36,22.69,8.77,1,50.32,86.79,0,57.65,18.91,High Risk
STU0723,47.73,45.94,70.52,16.67,9.11,20,33.85,74.81,9,54.46,69.62,High Risk
STU0724,85.38,91.67,63.93,1.0,9.28,20,53.86,25.38,20,25.97,42.22,Medium Risk
STU0725,75.08,100.0,68.38,10.01,7.45,26,70.13,57.49,17,81.16,40.28,Low Risk
STU0726,68.69,65.07,6.59,23.58,6.49,12,76.9,100.0,11,96.58,74.82,High Risk
STU0727,72.33,83.21,74.21,7.54,20.63,15,72.92,73.23,8,47.85,78.24,Low Risk
STU0728,78.26,89.15,60.23,12.21,11.63,5,48.28,73.09,8,34.0,75.69,Medium Risk
STU0729,62.28,51.64,100.0,5.64,9.65,1,56.09,72.91,12,85.67,95.77,Medium Risk
STU0730,57.99,56.26,70.39,28.27,7.07,8,63.97,74.14,3,31.78,80.34,High Risk
STU0731,75.53,87.16,46.22,27.45,6.2,4,16.33,12.57,9,94.83,39.09,High Risk
STU0732,54.39,95.33,69.0,6.93,7.48,23,67.55,59.73,10,48.1,57.83,Medium Risk
STU0733,79.35,75.13,49.08,15.18,9.17,14,22.94,64.17,1,43.73,47.8,High Risk
STU0734,41.35,49.16,79.47,8.56,0.5,14,99.89,93.19,5,73.47,95.58,High Risk
STU0735,90.52,100.0,75.82,18.92,1.72,10,46.1,66.05,15,45.16,77.1,Low Risk
STU0736,80.51,55.44,89.16,18.08,5.45,1,50.93,28.78,12,52.44,51.22,Medium Risk
STU0737,76.61,58.97,54.18,20.49,8.83,35,38.07,74.46,9,75.79,72.56,Medium Risk
STU0738,89.69,71.16,70.68,16.66,7.04,9,41.14,47.32,4,14.56,30.36,High Risk
STU0739,100.0,92.97,42.7,37.48,13.91,15,100.0,38.23,24,100.0,60.01,Low Risk
STU0740,90.26,80.37,84.03,5.78,2.07,5,75.69,46.65,5,68.96,36.24,Low Risk
STU0741,38.86,72.47,80.38,1.0,4.99,29,20.92,76.94,14,39.55,21.23,High Risk
STU0742,48.97,73.34,79.92,10.86,14.08,21,88.09,92.69,8,45.62,70.69,Medium Risk
STU0743,60.75,65.78,70.03,1.46,8.52,11,81.25,75.62,12,89.82,73.17,Medium Risk
STU0744,72.47,75.05,78.3,2.06,11.54,16,48.81,78.9,15,81.22,64.14,Low Risk
STU0745,81.32,19.47,100.0,5.99,16.2,36,61.75,75.41,1,98.51,51.34,Low Risk
STU0746,58.94,59.66,64.3,6.62,5.22,19,54.67,67.23,11,52.98,29.67,High Risk
STU0747,75.36,69.34,72.77,6.36,7.6,18,98.4,80.33,21,74.52,31.77,Low Risk
STU0748,58.4,44.28,48.28,18.15,6.91,10,37.48,11.79,26,77.38,35.61,High Risk
STU0749,60.99,71.95,52.63,9.95,0.5,1,58.21,67.44,10,83.3,50.33,High Risk
STU0750,46.68,61.32,71.96,12.56,6.76,18,45.58,42.01,12,92.8,76.52,High Risk
STU0751,55.38,96.6,92.08,21.15,11.52,23,23.47,90.58,29,52.22,76.21,Low Risk
STU0752,47.67,93.31,64.87,7.87,10.16,30,100.0,61.76,21,65.49,22.03,Low Risk
STU0753,54.43,56.62,65.28,11.88,10.48,1,29.01,65.68,7,54.58,41.14,High Risk
STU0754,90.97,62.28,61.86,16.93,6.5,8,59.84,31.89,7,66.84,40.6,Medium Risk
STU0755,54.91,63.67,59.3,1.0,5.38,14,16.7,87.37,19,83.37,4.37,High Risk
STU0756,100.0,56.87,75.9,1.0,13.08,19,46.22,78.8,3,31.61,66.32,Medium Risk
STU0757,80.88,68.51,40.05,16.77,6.01,18,64.28,77.25,20,92.41,50.08,Medium Risk
STU0758,75.33,51.35,95.62,17.94,9.18,18,36.86,47.11,14,42.94,52.74,Medium Risk
STU0759,56.55,44.65,56.69,30.51,8.65,24,67.91,47.98,16,61.24,81.92,High Risk
STU0760,84.61,76.21,84.44,15.26,13.85,10,49.08,69.92,9,95.37,56.77,Low Risk
STU0761,61.64,76.33,44.6,20.56,11.89,29,80.52,49.72,6,75.22,46.39,Medium Risk
STU0762,74.2,50.52,83.38,12.44,2.82,24,84.96,74.57,23,75.47,66.44,Low Risk
STU0763,100.0,81.12,83.44,16.38,3.25,16,42.09,17.46,10,42.03,76.18,Low Risk
STU0764,70.27,53.63,77.68,27.34,10.32,36,56.69,54.27,8,45.03,60.93,Medium Risk
STU0765,92.69,69.56,50.11,1.0,7.74,35,59.04,100.0,11,88.71,68.78,Low Risk
STU0766,59.34,79.77,74.99,17.31,6.18,29,68.63,74.67,13,55.04,52.09,Low Risk
STU0767,71.37,64.39,46.34,31.08,12.06,1,55.32,68.67,3,57.11,53.36,High Risk
STU0768,100.0,73.19,64.94,16.26,8.75,35,59.18,100.0,7,89.21,57.26,Low Risk
STU0769,60.71,55.7,90.59,27.2,8.21,27,49.65,13.61,7,44.9,39.94,High Risk
STU0770,100.0,61.46,85.93,8.97,11.12,40,57.54,47.06,18,73.92,43.64,Low Risk
STU0771,84.74,61.29,70.3,13.74,6.5,32,83.55,56.17,4,68.94,82.56,Low Risk
STU0772,61.88,51.56,50.5,14.27,14.27,35,69.21,83.88,0,67.94,95.16,High Risk
STU0773,83.38,61.82,82.91,1.0,4.85,28,70.43,84.26,0,56.59,86.84,Medium Risk
STU0774,89.51,37.12,70.39,4.65,10.63,33,70.91,45.95,0,55.24,28.53,High Risk
STU0775,83.19,56.16,23.59,5.22,13.74,39,51.62,86.95,22,44.28,26.6,High Risk
STU0776,43.74,59.87,85.65,20.58,2.49,22,62.01,56.13,12,78.62,31.19,Medium Risk
STU0777,58.91,60.39,69.52,20.98,6.63,4,31.13,91.66,16,53.3,57.69,High Risk
STU0778,67.54,60.65,94.05,16.59,12.57,16,82.91,42.28,16,89.31,0.0,Low Risk
STU0779,70.66,63.89,48.09,20.59,12.63,23,0.0,62.29,12,63.06,43.22,High Risk
STU0780,83.17,73.63,6.47,12.69,7.31,20,53.08,54.22,11,44.71,83.14,High Risk
STU0781,75.2,80.74,75.58,23.62,5.06,7,80.1,88.23,20,62.77,74.65,Low Risk
STU0782,47.96,53.3,75.83,14.07,11.82,3,24.99,53.5,13,58.96,44.82,High Risk
STU0783,78.84,43.34,36.19,14.46,12.73,12,63.8,64.07,23,90.2,46.33,High Risk
STU0784,82.99,46.24,50.43,11.88,3.34,28,40.02,76.15,16,59.88,66.34,High Risk
STU0785,82.08,56.23,100.0,19.48,3.18,35,46.89,77.0,7,61.92,73.71,Low Risk
STU0786,91.45,58.67,63.89,10.63,8.9,29,75.81,84.51,8,99.05,44.34,Low Risk
STU0787,87.01,51.14,84.62,21.81,10.52,30,59.36,69.64,6,79.18,50.31,Low Risk
STU0788,80.27,41.67,56.99,4.94,6.8,19,10.24,55.8,21,100.0,43.68,High Risk
STU0789,70.74,56.79,28.19,5.21,10.72,2,33.52,57.31,8,95.7,28.37,High Risk
STU0790,42.1,68.27,66.59,19.5,5.16,15,76.46,65.56,5,48.48,50.61,High Risk
STU0791,79.73,75.71,64.69,13.29,0.5,17,64.88,70.49,14,89.78,49.08,Low Risk
STU0792,75.74,54.97,62.0,10.37,6.3,15,93.46,61.76,11,100.0,29.79,Medium Risk
STU0793,76.89,57.57,67.71,21.12,8.25,20,92.02,65.42,14,100.0,67.92,Low Risk
STU0794,49.02,48.32,75.29,9.14,6.9,24,47.47,31.62,27,89.74,64.67,High Risk
STU0795,52.54,64.43,67.0,12.4,3.37,28,100.0,79.68,19,89.29,68.91,Medium Risk
STU0796,90.96,49.73,44.72,25.19,0.74,17,55.54,68.98,12,61.34,39.64,High Risk
STU0797,71.29,75.32,79.72,26.31,5.94,1,33.82,87.04,0,49.58,15.33,Medium Risk
STU0798,84.27,32.85,31.01,26.58,11.59,15,41.06,65.0,8,60.25,64.35,High Risk
STU0799,72.51,58.53,28.99,11.74,13.02,20,5.35,26.76,17,31.37,41.72,High Risk
STU0800,72.54,70.42,84.78,23.85,12.75,32,90.35,57.11,2,97.54,37.19,Low Risk
STU0801,88.89,68.31,80.14,6.41,4.74,14,90.08,60.6,29,61.77,29.86,Low Risk
STU0802,62.71,100.0,68.85,6.74,3.39,25,32.66,81.34,12,96.41,49.49,Low Risk
STU0803,73.73,71.3,42.09,1.0,9.99,22,49.99,19.45,12,40.91,86.55,High Risk
STU0804,63.68,46.93,55.84,27.38,10.54,20,57.1,65.91,6,91.82,44.89,High Risk
STU0805,64.18,63.28,64.75,7.09,9.6,29,33.87,76.3,15,57.11,33.2,High Risk
STU0806,66.43,33.03,38.08,12.99,0.5,13,16.39,50.45,2,39.74,68.04,High Risk
STU0807,76.0,63.55,55.22,6.72,4.53,14,50.37,66.64,29,100.0,58.46,Medium Risk
STU0808,63.38,50.0,83.05,19.56,7.88,19,47.94,51.21,22,92.36,12.61,Medium Risk
STU0809,94.6,81.48,98.55,10.99,9.95,13,46.45,48.95,19,72.66,68.25,Low Risk
STU0810,55.9,55.11,61.61,3.56,11.07,25,59.9,56.01,0,68.75,97.57,High Risk
STU0811,68.64,62.9,85.13,17.53,8.58,12,86.45,49.36,13,77.67,2.99,Low Risk
STU0812,64.08,53.56,31.72,2.53,9.32,22,48.33,80.04,21,72.28,30.29,High Risk
STU0813,98.05,96.3,83.19,7.3,8.34,18,58.75,48.83,16,50.57,0.0,Low Risk
STU0814,75.54,59.22,53.92,1.0,10.74,22,70.99,45.14,3,58.93,53.49,High Risk
STU0815,90.57,97.99,76.15,2.61,9.25,15,67.19,100.0,6,100.0,74.81,Low Risk
STU0816,45.26,79.65,65.04,15.43,8.26,16,41.48,86.14,8,100.0,57.11,Medium Risk
